teamStandingsId,raceId,teamId,points,position
25714,271,15,12.0,7
25713,271,25,13.0,6
25712,271,17,25.0,5
25711,271,6,64.0,3
25710,271,3,108.0,1
25709,271,22,103.0,2
25511,272,29,9.0,9
25510,272,1,42.0,4
25509,272,31,0.0,13
25508,272,27,13.0,6
25507,272,33,2.0,11
25506,272,18,5.0,10
25505,272,32,0.0,12
25504,272,15,12.0,8
25503,272,25,13.0,7
25502,272,17,28.0,5
25501,272,6,71.0,3
25500,272,3,118.0,1
25499,272,22,103.0,2
4641,273,29,0.0,7
4640,273,6,1.0,6
4639,273,15,2.0,5
4638,273,18,3.0,4
4637,273,27,4.0,3
4636,273,1,6.0,2
4635,273,3,10.0,1
4652,274,26,0.0,11
4651,274,33,0.0,10
4650,274,32,4.0,5
4649,274,22,4.0,4
4648,274,29,0.0,9
4647,274,6,1.0,8
4646,274,15,2.0,7
4645,274,18,3.0,6
4644,274,27,6.0,3
4643,274,1,16.0,1
4642,274,3,16.0,2
4664,275,17,0.0,11
4663,275,26,0.0,12
4662,275,33,0.0,9
4661,275,32,7.0,3
4660,275,22,6.0,4
4659,275,29,0.0,10
4658,275,6,1.0,8
4657,275,15,2.0,7
4656,275,18,4.0,6
4655,275,27,6.0,5
4654,275,1,26.0,1
4653,275,3,26.0,2
4676,276,17,0.0,12
4675,276,26,0.0,11
4674,276,33,2.0,8
4673,276,32,7.0,5
4672,276,22,12.0,3
4671,276,29,0.0,10
4670,276,6,1.0,9
4669,276,15,5.0,6
4668,276,18,5.0,7
4667,276,27,10.0,4
4666,276,1,26.0,2
4665,276,3,36.0,1
4688,277,17,0.0,12
4687,277,26,0.0,11
4686,277,33,2.0,8
4685,277,32,7.0,5
4684,277,22,19.0,3
4683,277,29,0.0,10
4682,277,6,2.0,9
4681,277,15,5.0,6
4680,277,18,5.0,7
4679,277,27,10.0,4
4678,277,1,34.0,2
4677,277,3,46.0,1
4701,278,25,0.0,13
4700,278,17,0.0,12
4699,278,26,0.0,11
4698,278,33,2.0,9
4697,278,32,7.0,5
4696,278,22,19.0,3
4695,278,29,0.0,10
4694,278,6,6.0,7
4693,278,15,5.0,8
4692,278,18,7.0,6
4691,278,27,11.0,4
4690,278,1,44.0,2
4689,278,3,55.0,1
4727,280,25,0.0,13
4726,280,17,0.0,11
4714,279,25,0.0,13
4713,279,17,0.0,12
4712,279,26,0.0,11
4711,279,33,2.0,9
4710,279,32,7.0,6
4709,279,22,25.0,3
4708,279,29,0.0,10
4707,279,6,9.0,5
4706,279,15,6.0,8
4705,279,18,7.0,7
4704,279,27,13.0,4
4703,279,1,44.0,2
4702,279,3,69.0,1
4725,280,26,0.0,12
4724,280,33,2.0,9
4723,280,32,7.0,6
4722,280,22,29.0,3
4721,280,29,0.0,10
4720,280,6,9.0,5
4719,280,15,6.0,8
4718,280,18,7.0,7
4717,280,27,15.0,4
4716,280,1,48.0,2
4715,280,3,85.0,1
4740,281,25,0.0,13
4739,281,17,0.0,11
4738,281,26,0.0,12
4737,281,33,2.0,9
4736,281,32,10.0,5
4735,281,22,39.0,3
4734,281,29,1.0,10
4733,281,6,9.0,6
4732,281,15,6.0,8
4731,281,18,7.0,7
4730,281,27,15.0,4
4729,281,1,50.0,2
4728,281,3,95.0,1
4753,282,25,0.0,13
4752,282,17,0.0,11
4751,282,26,0.0,12
4750,282,33,2.0,9
4749,282,32,10.0,6
4748,282,22,47.0,3
4747,282,29,1.0,10
4746,282,6,10.0,5
4745,282,15,6.0,8
4744,282,18,7.0,7
4743,282,27,19.0,4
4742,282,1,53.0,2
4741,282,3,105.0,1
4766,283,25,0.0,13
4765,283,17,0.0,11
4764,283,26,0.0,12
4763,283,33,2.0,10
4762,283,32,10.0,6
4761,283,22,53.0,3
4760,283,29,4.0,9
4759,283,6,14.0,5
4758,283,15,7.0,8
4757,283,18,7.0,7
4756,283,27,21.0,4
4755,283,1,53.0,2
4754,283,3,115.0,1
4779,284,25,0.0,13
4778,284,17,0.0,11
4777,284,26,0.0,12
4776,284,33,2.0,10
4775,284,32,12.0,6
4774,284,22,60.0,2
4773,284,29,4.0,9
4772,284,6,14.0,5
4771,284,15,7.0,8
4770,284,18,7.0,7
4769,284,27,21.0,4
4768,284,1,56.0,3
4767,284,3,129.0,1
4792,285,25,0.0,13
4791,285,17,0.0,11
4790,285,26,0.0,12
4789,285,33,3.0,10
4788,285,32,12.0,6
4787,285,22,62.0,2
4786,285,29,4.0,9
4785,285,6,20.0,5
4784,285,15,10.0,7
4783,285,18,7.0,8
4782,285,27,21.0,4
4781,285,1,60.0,3
4780,285,3,139.0,1
4805,286,25,0.0,13
4804,286,17,0.0,11
4803,286,26,0.0,12
4802,286,33,3.0,10
4801,286,32,12.0,6
4800,286,22,72.0,2
4799,286,29,4.0,9
4798,286,6,23.0,4
4797,286,15,12.0,7
4796,286,18,7.0,8
4795,286,27,22.0,5
4794,286,1,60.0,3
4793,286,3,149.0,1
4818,287,25,0.0,13
4817,287,17,3.0,11
4816,287,26,0.0,12
4815,287,33,3.0,10
4814,287,32,12.0,6
4813,287,22,72.0,3
4812,287,29,4.0,9
4811,287,6,23.0,4
4810,287,15,12.0,7
4809,287,18,7.0,8
4808,287,27,22.0,5
4807,287,1,74.0,2
4806,287,3,158.0,1
4831,288,25,0.0,13
4830,288,17,3.0,11
4829,288,26,0.0,12
4828,288,33,3.0,10
4827,288,32,12.0,6
4826,288,22,72.0,3
4825,288,29,4.0,9
4824,288,6,28.0,4
4823,288,15,12.0,7
4822,288,18,7.0,8
4821,288,27,23.0,5
4820,288,1,84.0,2
4819,288,3,168.0,1
3254,289,33,0.0,8
3252,289,29,0.0,6
3255,289,34,0.0,9
3253,289,17,0.0,7
3251,289,27,0.0,5
3250,289,32,1.0,4
3249,289,22,3.0,3
3248,289,1,6.0,2
3247,289,3,16.0,1
3256,290,3,32.0,1
3257,290,1,9.0,2
3258,290,22,7.0,3
3259,290,32,2.0,5
3260,290,27,0.0,6
3261,290,29,0.0,7
3262,290,17,0.0,10
3263,290,33,0.0,9
3264,290,34,0.0,11
3265,290,25,2.0,4
3266,290,35,0.0,8
3267,291,3,48.0,1
3268,291,1,9.0,3
3269,291,22,11.0,2
3270,291,32,2.0,6
3271,291,27,0.0,8
3272,291,29,1.0,7
3273,291,17,0.0,12
3274,291,33,0.0,11
3275,291,34,0.0,13
3276,291,25,2.0,5
3277,291,35,0.0,10
3278,291,6,5.0,4
3279,291,18,0.0,9
3322,293,3,74.0,1
3321,292,37,0.0,11
3320,292,18,0.0,10
3319,292,6,9.0,4
3318,292,35,1.0,8
3317,292,25,2.0,6
3310,292,22,17.0,2
3311,292,32,2.0,7
3312,292,27,0.0,9
3313,292,29,3.0,5
3314,292,17,0.0,13
3315,292,33,0.0,12
3316,292,34,0.0,14
3309,292,1,12.0,3
3308,292,3,58.0,1
3323,293,1,16.0,3
3324,293,22,20.0,2
3325,293,32,2.0,7
3326,293,27,0.0,9
3327,293,29,5.0,5
3328,293,17,0.0,10
3329,293,33,0.0,13
3330,293,34,0.0,14
3331,293,25,2.0,6
3332,293,35,2.0,8
3333,293,6,9.0,4
3334,293,18,0.0,11
3335,293,37,0.0,12
3336,294,3,84.0,1
3337,294,1,26.0,2
3338,294,22,25.0,3
3339,294,32,2.0,7
3340,294,27,0.0,11
3341,294,29,5.0,5
3342,294,17,0.0,12
3343,294,33,1.0,9
3344,294,34,0.0,14
3345,294,25,2.0,6
3346,294,35,2.0,8
3347,294,6,9.0,4
3348,294,18,0.0,10
3349,294,37,0.0,13
3350,295,3,84.0,1
3351,295,1,36.0,2
3352,295,22,31.0,3
3353,295,32,2.0,8
3354,295,27,1.0,10
3355,295,29,5.0,5
3356,295,17,0.0,13
3357,295,33,1.0,11
3358,295,34,0.0,14
3359,295,25,4.0,6
3360,295,35,2.0,9
3361,295,6,13.0,4
3362,295,18,0.0,12
3363,295,37,3.0,7
3364,296,3,100.0,1
3365,296,1,36.0,2
3366,296,22,35.0,3
3367,296,32,6.0,5
3368,296,27,3.0,9
3369,296,29,5.0,6
3370,296,17,0.0,13
3371,296,33,1.0,11
3372,296,34,0.0,14
3373,296,25,4.0,7
3374,296,35,2.0,10
3375,296,6,13.0,4
3376,296,18,0.0,12
3377,296,37,3.0,8
3378,297,3,116.0,1
3379,297,1,38.0,3
3380,297,22,42.0,2
3381,297,32,7.0,5
3382,297,27,3.0,9
3383,297,29,5.0,6
3384,297,17,0.0,13
3385,297,33,1.0,11
3386,297,34,0.0,14
3387,297,25,4.0,7
3388,297,35,2.0,10
3389,297,6,13.0,4
3390,297,18,0.0,12
3391,297,37,3.0,8
3392,297,36,0.0,15
3393,298,3,126.0,1
3394,298,1,44.0,3
3395,298,22,49.0,2
3396,298,32,7.0,5
3397,298,27,4.0,8
3398,298,29,5.0,6
3399,298,17,0.0,13
3400,298,33,1.0,11
3401,298,34,0.0,14
3402,298,25,4.0,7
3403,298,35,2.0,10
3404,298,6,15.0,4
3405,298,18,0.0,12
3406,298,37,3.0,9
3407,298,36,0.0,15
3408,299,3,132.0,1
3409,299,1,58.0,2
3410,299,22,51.0,3
3411,299,32,10.0,5
3412,299,27,4.0,8
3413,299,29,5.0,6
3414,299,17,0.0,13
3415,299,33,1.0,11
3416,299,34,0.0,14
3417,299,25,4.0,7
3418,299,35,2.0,10
3419,299,6,16.0,4
3420,299,18,0.0,12
3421,299,37,3.0,9
3422,299,36,0.0,15
3423,300,3,142.0,1
3424,300,1,60.0,3
3425,300,22,64.0,2
3426,300,32,11.0,5
3427,300,27,4.0,8
3428,300,29,5.0,6
3429,300,17,0.0,13
3430,300,33,1.0,11
3431,300,34,0.0,15
3432,300,25,4.0,7
3433,300,35,2.0,10
3434,300,6,16.0,4
3435,300,18,0.0,12
3436,300,37,3.0,9
3437,300,36,0.0,14
3438,301,3,144.0,1
3439,301,1,73.0,3
3440,301,22,74.0,2
3441,301,32,11.0,5
3442,301,27,4.0,8
3443,301,29,5.0,6
3444,301,17,0.0,13
3445,301,33,1.0,11
3446,301,34,0.0,15
3447,301,25,5.0,7
3448,301,35,2.0,10
3449,301,6,16.0,4
3450,301,18,0.0,12
3451,301,37,3.0,9
3452,301,36,0.0,14
3453,302,3,154.0,1
3454,302,1,83.0,2
3455,302,22,77.0,3
3456,302,32,13.0,5
3457,302,27,4.0,8
3458,302,29,6.0,6
3459,302,17,0.0,13
3460,302,33,1.0,11
3461,302,34,0.0,15
3462,302,25,5.0,7
3463,302,35,2.0,10
3464,302,6,16.0,4
3465,302,18,0.0,12
3466,302,37,3.0,9
3467,302,36,0.0,14
3468,303,3,164.0,1
3469,303,1,89.0,2
3470,303,22,81.0,3
3471,303,32,13.0,5
3472,303,27,4.0,8
3473,303,29,6.0,7
3474,303,17,0.0,13
3475,303,33,1.0,12
3476,303,34,0.0,15
3477,303,25,8.0,6
3478,303,35,2.0,10
3479,303,6,18.0,4
3480,303,18,1.0,11
3481,303,37,3.0,9
3482,303,36,0.0,14
3483,304,3,164.0,1
3484,304,1,99.0,2
3485,304,22,91.0,3
3486,304,32,13.0,5
3487,304,27,6.0,8
3488,304,29,6.0,7
3489,304,17,1.0,11
3490,304,33,1.0,13
3491,304,34,0.0,15
3492,304,25,8.0,6
3493,304,35,2.0,10
3494,304,6,21.0,4
3495,304,18,1.0,12
3496,304,37,3.0,9
3497,304,36,0.0,14
8247,305,36,0.0,18
8246,305,42,0.0,17
8245,305,35,0.0,16
8244,305,27,0.0,15
8243,305,41,0.0,14
8242,305,29,0.0,13
8241,305,3,0.0,12
8240,305,32,0.0,11
8239,305,34,0.0,10
8238,305,17,0.0,9
8265,306,36,0.0,17
8264,306,42,0.0,18
8263,306,35,0.0,14
8262,306,27,0.0,12
8261,306,41,0.0,16
8260,306,29,0.0,15
8259,306,3,6.0,3
8258,306,32,0.0,10
8257,306,34,0.0,13
8256,306,17,0.0,11
8255,306,18,0.0,8
8254,306,39,0.0,9
8253,306,40,0.0,7
8252,306,33,1.0,6
8284,307,26,0.0,17
8283,307,36,0.0,18
8282,307,42,0.0,19
8281,307,35,4.0,6
8280,307,27,0.0,11
8279,307,41,0.0,15
8278,307,29,0.0,16
8277,307,3,6.0,3
8276,307,32,3.0,8
8275,307,34,0.0,12
8274,307,17,0.0,14
8273,307,18,3.0,7
8272,307,39,0.0,13
8271,307,40,0.0,10
8270,307,33,1.0,9
8303,308,26,0.0,15
8302,308,36,0.0,18
8301,308,42,0.0,19
8300,308,35,5.0,5
8299,308,27,0.0,10
8298,308,41,0.0,16
8297,308,29,0.0,17
8296,308,3,12.0,3
8295,308,32,3.0,8
8294,308,34,0.0,13
8293,308,17,0.0,12
8292,308,18,3.0,7
8291,308,39,0.0,14
8290,308,40,0.0,11
8289,308,33,1.0,9
8288,308,25,5.0,6
8322,309,26,0.0,15
8321,309,36,0.0,18
8320,309,42,0.0,19
8319,309,35,5.0,6
8318,309,27,0.0,11
8317,309,41,0.0,16
8316,309,29,0.0,17
8315,309,3,17.0,3
8314,309,32,3.0,9
8313,309,34,0.0,13
8312,309,17,5.0,7
8311,309,18,3.0,8
8310,309,39,0.0,14
8309,309,40,0.0,12
8308,309,33,1.0,10
8307,309,25,11.0,5
8341,310,26,1.0,10
8340,310,36,0.0,18
8339,310,42,0.0,19
8338,310,35,5.0,7
8337,310,27,0.0,12
8336,310,41,0.0,16
8335,310,29,0.0,17
8334,310,3,33.0,2
8333,310,32,3.0,9
8332,310,34,0.0,14
8331,310,17,8.0,6
8330,310,18,3.0,8
8329,310,39,0.0,15
8328,310,40,0.0,13
8327,310,33,1.0,11
8326,310,25,11.0,5
8360,311,26,1.0,10
8359,311,36,0.0,18
8358,311,42,0.0,19
8357,311,35,5.0,7
8356,311,27,0.0,12
8355,311,41,0.0,14
8354,311,29,0.0,17
8353,311,3,45.0,2
8352,311,32,3.0,9
8351,311,34,0.0,15
8350,311,17,9.0,6
8349,311,18,3.0,8
8348,311,39,0.0,16
8347,311,40,0.0,13
8346,311,33,1.0,11
8345,311,25,11.0,5
8379,312,26,1.0,10
8378,312,36,0.0,18
8377,312,42,0.0,19
8376,312,35,5.0,7
8375,312,27,0.0,12
8374,312,41,0.0,14
8373,312,29,0.0,17
8372,312,3,55.0,2
8371,312,32,3.0,9
8370,312,34,0.0,15
8369,312,17,10.0,6
8368,312,18,3.0,8
8367,312,39,0.0,16
8366,312,40,0.0,13
8365,312,33,1.0,11
8364,312,25,11.0,5
8398,313,26,1.0,10
8397,313,36,0.0,18
8396,313,42,0.0,19
8395,313,35,5.0,7
8394,313,27,0.0,12
8393,313,41,0.0,14
8392,313,29,0.0,17
8391,313,3,71.0,1
8390,313,32,3.0,9
8389,313,34,0.0,15
8388,313,17,13.0,5
8387,313,18,3.0,8
8386,313,39,0.0,16
8385,313,40,0.0,13
8384,313,33,1.0,11
8383,313,25,11.0,6
8417,314,26,1.0,11
8416,314,36,0.0,18
8415,314,42,0.0,19
8414,314,35,5.0,7
8413,314,27,0.0,13
8412,314,41,1.0,10
8411,314,29,0.0,17
8410,314,3,81.0,2
8409,314,32,3.0,9
8408,314,34,0.0,15
8407,314,17,13.0,5
8406,314,18,3.0,8
8405,314,39,0.0,16
8404,314,40,0.0,14
8403,314,33,1.0,12
8402,314,25,11.0,6
8435,315,36,0.0,17
8434,315,42,0.0,19
8433,315,35,5.0,7
8432,315,27,0.0,14
8431,315,41,1.0,10
8430,315,29,0.0,18
8429,315,3,83.0,2
8428,315,32,3.0,9
8427,315,34,1.0,11
8426,315,17,13.0,5
8425,315,18,3.0,8
8424,315,39,0.0,16
8423,315,40,0.0,15
8422,315,33,1.0,13
8421,315,25,11.0,6
8420,315,22,30.0,4
8454,316,36,0.0,17
8453,316,42,0.0,19
8452,316,35,5.0,7
8451,316,27,0.0,14
8450,316,41,1.0,10
8449,316,29,0.0,18
8448,316,3,93.0,2
8447,316,32,3.0,9
8446,316,34,1.0,11
8445,316,17,13.0,5
8444,316,18,3.0,8
8443,316,39,0.0,16
8442,316,40,0.0,15
8441,316,33,1.0,13
8440,316,25,11.0,6
8439,316,22,33.0,4
8474,317,26,1.0,12
8473,317,36,0.0,17
8472,317,42,0.0,19
8471,317,35,5.0,8
8470,317,27,0.0,14
8469,317,41,1.0,10
8468,317,29,0.0,18
8467,317,3,103.0,2
8466,317,32,3.0,9
8465,317,34,1.0,11
8464,317,17,13.0,5
8463,317,18,6.0,7
8462,317,39,0.0,16
8461,317,40,0.0,15
8460,317,33,1.0,13
8459,317,25,11.0,6
8458,317,22,36.0,4
8457,317,6,43.0,3
8493,318,26,1.0,12
8492,318,36,0.0,17
8491,318,42,0.0,19
8490,318,35,5.0,8
8489,318,27,0.0,14
8488,318,41,1.0,10
8487,318,29,0.0,18
8486,318,3,117.0,1
8485,318,32,3.0,9
8484,318,34,1.0,11
8483,318,17,13.0,5
8482,318,18,6.0,7
8481,318,39,0.0,16
8480,318,40,0.0,15
8479,318,33,1.0,13
8478,318,25,11.0,6
8477,318,22,37.0,4
8476,318,6,52.0,3
8512,319,26,1.0,12
8511,319,36,0.0,17
8510,319,42,0.0,19
8509,319,35,5.0,8
8508,319,27,0.0,14
8507,319,41,1.0,11
8506,319,29,0.0,18
8505,319,3,121.0,2
8504,319,32,3.0,9
8503,319,34,3.0,10
8502,319,17,13.0,5
8501,319,18,6.0,7
8500,319,39,0.0,16
8499,319,40,0.0,15
8498,319,33,1.0,13
8497,319,25,12.0,6
8496,319,22,37.0,4
8495,319,6,55.0,3
8531,320,26,1.0,12
8530,320,36,0.0,17
8529,320,42,0.0,19
8528,320,35,5.0,8
8527,320,27,0.0,14
8526,320,41,1.0,11
8525,320,29,0.0,18
8524,320,3,125.0,2
8523,320,32,3.0,9
8522,320,34,3.0,10
8521,320,17,13.0,5
8520,320,18,6.0,7
8519,320,39,0.0,16
8518,320,40,0.0,15
8517,320,33,1.0,13
8516,320,25,12.0,6
8515,320,22,38.5,4
8514,320,6,55.5,3
7633,321,41,0.0,10
7632,321,44,0.0,9
7631,321,21,0.0,8
7630,321,33,0.0,7
7629,321,18,0.0,6
7628,321,34,2.0,5
7627,321,22,3.0,4
7626,321,3,4.0,3
7625,321,25,7.0,2
7624,321,1,9.0,1
7655,322,35,0.0,12
7654,322,45,0.0,16
7653,322,6,12.0,2
7652,322,41,0.0,13
7651,322,44,0.0,11
7650,322,21,0.0,9
7649,322,33,0.0,8
7648,322,18,0.0,7
7647,322,34,2.0,6
7646,322,22,4.0,5
7645,322,3,6.0,4
7644,322,25,7.0,3
7643,322,1,19.0,1
7676,323,27,0.0,10
7675,323,32,0.0,7
7674,323,35,0.0,14
7673,323,45,0.0,16
7672,323,6,15.0,3
7671,323,41,0.0,15
7670,323,44,0.0,13
7669,323,21,0.0,11
7668,323,33,0.0,9
7667,323,18,0.0,8
7666,323,34,2.0,6
7665,323,22,10.0,4
7664,323,3,15.0,2
7663,323,25,8.0,5
7662,323,1,25.0,1
7695,324,27,0.0,12
7694,324,32,0.0,9
7693,324,35,0.0,14
7692,324,45,0.0,16
7691,324,6,15.0,3
7690,324,41,0.0,15
7689,324,44,0.0,13
7688,324,21,2.0,6
7687,324,33,1.0,8
7686,324,18,0.0,10
7685,324,34,2.0,7
7684,324,22,10.0,5
7683,324,3,18.0,2
7682,324,25,14.0,4
7681,324,1,38.0,1
7715,325,46,0.0,11
7714,325,27,0.0,12
7713,325,32,1.0,8
7712,325,35,0.0,16
7711,325,45,0.0,14
7710,325,6,21.0,2
7709,325,41,0.0,13
7708,325,44,0.0,15
7707,325,21,2.0,7
7706,325,33,1.0,9
7705,325,18,0.0,10
7704,325,34,2.0,6
7703,325,22,16.0,4
7702,325,3,18.0,3
7701,325,25,14.0,5
7700,325,1,50.0,1
7734,326,46,0.0,11
7733,326,27,0.0,12
7732,326,32,1.0,8
7731,326,35,0.0,14
7730,326,45,0.0,15
7729,326,6,36.0,2
7728,326,41,0.0,13
7727,326,44,0.0,16
7726,326,21,2.0,7
7725,326,33,1.0,9
7724,326,18,0.0,10
7723,326,34,2.0,6
7722,326,22,20.0,4
7721,326,3,20.0,3
7720,326,25,14.0,5
7719,326,1,54.0,1
7754,327,39,0.0,17
7753,327,46,0.0,12
7752,327,27,0.0,13
7751,327,32,1.0,10
7750,327,35,0.0,14
7749,327,45,0.0,15
7748,327,6,45.0,2
7747,327,41,6.0,6
7746,327,44,0.0,16
7745,327,21,2.0,8
7744,327,33,1.0,9
7743,327,18,0.0,11
7742,327,34,2.0,7
7741,327,22,23.0,3
7740,327,3,21.0,4
7739,327,25,14.0,5
7738,327,1,60.0,1
7773,328,39,0.0,17
7772,328,46,0.0,12
7771,328,27,0.0,13
7770,328,32,1.0,10
7769,328,35,0.0,14
7768,328,45,0.0,15
7767,328,6,54.0,2
7766,328,41,6.0,6
7765,328,44,0.0,16
7764,328,21,2.0,8
7763,328,33,5.0,7
7762,328,18,0.0,11
7761,328,34,2.0,9
7760,328,22,25.0,4
7759,328,3,27.0,3
7758,328,25,14.0,5
7757,328,1,64.0,1
7792,329,39,0.0,17
7791,329,46,0.0,12
7790,329,27,0.0,13
7789,329,32,1.0,10
7788,329,35,0.0,14
7787,329,45,0.0,15
7786,329,6,57.0,2
7785,329,41,6.0,6
7784,329,44,0.0,16
7783,329,21,2.0,8
7782,329,33,5.0,7
7781,329,18,0.0,11
7780,329,34,2.0,9
7779,329,22,31.0,3
7778,329,3,30.0,4
7777,329,25,14.0,5
7776,329,1,77.0,1
7811,330,39,0.0,15
7810,330,46,0.0,12
7809,330,27,0.0,13
7808,330,32,3.0,8
7807,330,35,0.0,14
7806,330,45,0.0,16
7805,330,6,57.0,2
7804,330,41,6.0,6
7803,330,44,0.0,17
7802,330,21,2.0,9
7801,330,33,6.0,7
7800,330,18,0.0,11
7799,330,34,2.0,10
7798,330,22,35.0,4
7797,330,3,42.0,3
7796,330,25,14.0,5
7795,330,1,83.0,1
7830,331,39,0.0,16
7829,331,46,0.0,12
7828,331,27,0.0,13
7827,331,32,3.0,8
7826,331,35,0.0,14
7825,331,45,0.0,15
7824,331,6,63.0,2
7823,331,41,7.0,6
7822,331,44,0.0,17
7821,331,21,2.0,9
7820,331,33,6.0,7
7819,331,18,0.0,11
7818,331,34,2.0,10
7817,331,22,40.0,4
7816,331,3,42.0,3
7815,331,25,14.0,5
7814,331,1,96.0,1
7849,332,39,0.0,16
7848,332,46,0.0,12
7847,332,27,0.0,13
7846,332,32,3.0,8
7845,332,35,0.0,14
7844,332,45,0.0,15
7843,332,6,72.0,2
7842,332,41,7.0,6
7841,332,44,0.0,17
7840,332,21,2.0,9
7839,332,33,6.0,7
7838,332,18,0.0,11
7837,332,34,2.0,10
7836,332,22,40.0,4
7835,332,3,44.0,3
7834,332,25,15.0,5
7833,332,1,109.0,1
7868,333,39,0.0,16
7867,333,46,0.0,12
7866,333,27,0.0,13
7865,333,32,3.0,8
7864,333,35,0.0,14
7863,333,45,0.0,15
7862,333,6,85.0,2
7861,333,41,7.0,6
7860,333,44,0.0,17
7859,333,21,2.0,9
7858,333,33,6.0,7
7857,333,18,0.0,11
7856,333,34,2.0,10
7855,333,22,43.0,4
7854,333,3,44.0,3
7853,333,25,15.0,5
7852,333,1,118.0,1
7887,334,39,0.0,14
7886,334,46,0.0,13
7885,334,27,0.0,11
7884,334,32,3.0,8
7883,334,35,0.0,15
7882,334,45,0.0,16
7881,334,6,100.0,2
7880,334,41,7.0,6
7879,334,44,0.0,17
7878,334,21,2.0,9
7877,334,33,7.0,7
7876,334,18,0.0,12
7875,334,34,2.0,10
7874,334,22,47.0,4
7873,334,3,49.0,3
7872,334,25,15.0,5
7871,334,1,118.0,1
7906,335,39,0.0,14
7905,335,46,0.0,13
7904,335,27,0.0,11
7903,335,32,3.0,8
7902,335,35,0.0,15
7901,335,45,0.0,16
7900,335,6,100.0,2
7899,335,41,7.0,7
7898,335,44,0.0,17
7897,335,21,2.0,9
7896,335,33,11.0,6
7895,335,18,0.0,12
7894,335,34,2.0,10
7893,335,22,62.0,3
7892,335,3,54.0,4
7891,335,25,16.0,5
7890,335,1,118.0,1
7925,336,39,0.0,14
7924,336,46,0.0,13
7923,336,27,0.0,11
7922,336,32,3.0,8
7921,336,35,0.0,15
7920,336,45,0.0,16
7919,336,6,110.0,2
7918,336,41,7.0,7
7917,336,44,0.0,17
7916,336,21,2.0,9
7915,336,33,11.0,6
7914,336,18,0.0,12
7913,336,34,2.0,10
7912,336,22,71.0,3
7911,336,3,57.0,4
7910,336,25,16.0,5
7909,336,1,121.0,1
4046,1,6,0.0,9
4044,1,2,0.0,7
4045,1,9,0.0,8
4043,1,10,0.0,6
4042,1,5,3.0,5
4041,1,3,3.0,4
4040,1,4,4.0,3
4039,1,7,11.0,2
4038,1,23,18.0,1
8541,2,6,0.0,10
8540,2,9,1.5,7
8539,2,2,4.0,3
8538,2,10,0.0,9
8537,2,5,3.0,6
8536,2,3,3.5,5
8535,2,4,4.0,4
8534,2,7,16.5,2
8533,2,1,1.0,8
8532,2,23,25.0,1
25734,36,1,14.0,11
25745,37,1,32.0,11
25744,37,6,23.0,1
25766,39,6,49.0,1
25777,40,6,56.0,1
25788,41,6,60.0,1
25799,42,6,71.0,1
25810,43,6,89.0,1
25821,44,6,103.0,1
25832,45,6,111.0,1
25843,46,6,119.0,1
25854,47,6,137.0,1
25865,48,6,143.0,1
25876,49,6,161.0,1
25887,50,6,170.0,1
25898,51,6,186.0,1
25909,52,6,204.0,1
7634,321,6,0.0,11
7635,321,45,0.0,12
7636,321,35,0.0,13
7637,321,32,0.0,14
7638,321,27,0.0,15
7639,321,46,0.0,16
7640,321,39,0.0,17
7641,321,47,0.0,18
7642,321,42,0.0,19
7656,322,32,0.0,14
7657,322,27,0.0,10
7658,322,46,0.0,17
7659,322,39,0.0,15
7660,322,47,0.0,19
7661,322,42,0.0,18
7677,323,46,0.0,12
7678,323,39,0.0,17
7679,323,47,0.0,19
7680,323,42,0.0,18
7696,324,46,0.0,11
7697,324,39,0.0,17
7698,324,47,0.0,19
7699,324,42,0.0,18
7716,325,39,0.0,17
7717,325,47,0.0,19
7718,325,42,0.0,18
7735,326,39,0.0,17
7736,326,47,0.0,19
7737,326,42,0.0,18
7755,327,47,0.0,19
7756,327,42,0.0,18
7774,328,47,0.0,19
7775,328,42,0.0,18
7793,329,47,0.0,19
7794,329,42,0.0,18
7812,330,47,0.0,19
7813,330,42,0.0,18
7831,331,47,0.0,19
7832,331,42,0.0,18
7850,332,47,0.0,19
7851,332,42,0.0,18
7869,333,47,0.0,19
7870,333,42,0.0,18
7888,334,47,0.0,19
7889,334,42,0.0,18
7907,335,47,0.0,19
7908,335,42,0.0,18
7926,336,47,0.0,19
7927,336,42,0.0,18
8237,305,18,0.0,8
8236,305,39,0.0,7
8235,305,40,0.0,6
8234,305,33,1.0,5
8233,305,25,5.0,3
8232,305,22,4.0,4
8231,305,6,6.0,2
8230,305,1,10.0,1
8251,306,25,5.0,5
8250,306,22,6.0,4
8249,306,6,10.0,2
8248,306,1,24.0,1
8269,307,25,5.0,5
8268,307,22,6.0,4
8267,307,6,10.0,2
8266,307,1,40.0,1
8287,308,22,9.0,4
8286,308,6,16.0,2
8285,308,1,50.0,1
8306,309,22,19.0,2
8305,309,6,16.0,4
8304,309,1,50.0,1
8325,310,22,21.0,3
8323,310,1,54.0,1
8324,310,6,16.0,4
8344,311,22,21.0,4
8342,311,1,58.0,1
8343,311,6,25.0,3
8363,312,22,23.0,4
8361,312,1,67.0,1
8362,312,6,29.0,3
8382,313,22,23.0,4
8380,313,1,70.0,2
8381,313,6,33.0,3
8401,314,22,23.0,4
8399,314,1,83.0,1
8400,314,6,35.0,3
8419,315,6,35.0,3
8418,315,1,99.0,1
8438,316,6,39.0,3
8437,316,1,108.0,1
