teamStandingsId,raceId,teamId,points,position
25917,52,9,24.0,5
25916,52,8,4.0,9
25915,52,11,6.0,8
25914,52,7,13.0,6
25913,52,3,33.0,4
25912,52,4,51.0,3
25911,52,2,101.0,2
25910,52,1,218.0,11
6327,53,8,0.0,11
6326,53,13,0.0,10
6325,53,7,0.0,9
6324,53,2,0.0,8
6323,53,5,0.0,7
6322,53,9,1.0,6
6321,53,3,5.0,5
6320,53,11,5.0,4
6319,53,1,10.0,2
6318,53,6,8.0,3
6317,53,4,10.0,1
6338,54,8,0.0,11
6337,54,13,0.0,10
6336,54,7,1.0,7
6335,54,2,2.0,6
6334,54,5,0.0,9
6333,54,9,1.0,8
6332,54,3,5.0,5
6331,54,11,11.0,4
6330,54,1,15.0,3
6329,54,6,15.0,2
6328,54,4,28.0,1
6349,55,8,0.0,11
6348,55,13,0.0,10
6347,55,7,7.0,6
6346,55,2,10.0,5
6345,55,5,0.0,9
6344,55,9,2.0,8
6343,55,3,5.0,7
6342,55,11,13.0,4
6341,55,1,23.0,2
6340,55,6,15.0,3
6339,55,4,42.0,1
6360,56,8,0.0,11
6359,56,13,0.0,10
6358,56,7,7.0,7
6357,56,2,10.0,5
6356,56,5,0.0,9
6355,56,9,2.0,8
6354,56,3,8.0,6
6353,56,11,15.0,4
6352,56,1,33.0,2
6351,56,6,30.0,3
6350,56,4,51.0,1
6371,57,8,0.0,11
6370,57,13,0.0,10
6369,57,7,7.0,7
6368,57,2,11.0,5
6367,57,5,0.0,9
6366,57,9,2.0,8
6365,57,3,10.0,6
6364,57,11,19.0,4
6363,57,1,38.0,3
6362,57,6,46.0,2
6361,57,4,62.0,1
6382,58,8,0.0,11
6381,58,13,0.0,10
6380,58,7,7.0,7
6379,58,2,12.0,5
6378,58,5,0.0,9
6377,58,9,2.0,8
6376,58,3,10.0,6
6375,58,11,24.0,4
6374,58,1,42.0,3
6373,58,6,59.0,2
6372,58,4,78.0,1
6393,59,8,0.0,11
6392,59,13,0.0,10
6391,59,7,8.0,7
6390,59,2,14.0,5
6389,59,5,0.0,9
6388,59,9,8.0,8
6387,59,3,10.0,6
6386,59,11,29.0,4
6385,59,1,50.0,3
6384,59,6,63.0,2
6383,59,4,91.0,1
6404,60,8,0.0,11
6403,60,13,0.0,10
6402,60,7,8.0,7
6401,60,2,17.0,5
6400,60,5,0.0,9
6399,60,9,8.0,8
6398,60,3,10.0,6
6397,60,11,29.0,4
6396,60,1,59.0,3
6395,60,6,75.0,2
6394,60,4,106.0,1
6415,61,8,0.0,11
6414,61,13,0.0,10
6413,61,7,11.0,6
6412,61,2,19.0,5
6411,61,5,0.0,9
6410,61,9,9.0,8
6409,61,3,10.0,7
6408,61,11,29.0,4
6407,61,1,65.0,3
6406,61,6,87.0,2
6405,61,4,121.0,1
6426,62,8,0.0,11
6425,62,13,0.0,10
6424,62,7,16.0,6
6423,62,2,19.0,5
6422,62,5,1.0,9
6421,62,9,11.0,7
6420,62,3,10.0,8
6419,62,11,32.0,4
6418,62,1,65.0,3
6417,62,6,105.0,2
6416,62,4,131.0,1
6437,63,8,0.0,11
6436,63,13,0.0,10
6435,63,7,21.0,5
6434,63,2,20.0,6
6433,63,5,1.0,9
6432,63,9,11.0,7
6431,63,3,10.0,8
6430,63,11,32.0,4
6429,63,1,71.0,3
6428,63,6,121.0,2
6427,63,4,142.0,1
6448,64,8,0.0,11
6447,64,13,0.0,10
6446,64,7,23.0,5
6445,64,2,20.0,6
6444,64,5,1.0,9
6443,64,9,12.0,7
6442,64,3,10.0,8
6441,64,11,37.0,4
6440,64,1,77.0,3
6439,64,6,139.0,2
6438,64,4,149.0,1
6459,65,8,0.0,11
6458,65,13,0.0,10
6457,65,7,26.0,5
6456,65,2,26.0,6
6455,65,5,1.0,9
6454,65,9,16.0,7
6453,65,3,10.0,8
6452,65,11,52.0,4
6451,65,1,85.0,3
6450,65,6,142.0,2
6449,65,4,149.0,1
6470,66,8,0.0,11
6469,66,13,0.0,10
6468,66,7,28.0,5
6467,66,2,26.0,6
6466,66,5,1.0,9
6465,66,9,16.0,7
6464,66,3,10.0,8
6463,66,11,58.0,4
6462,66,1,89.0,3
6461,66,6,158.0,2
6460,66,4,160.0,1
6482,67,14,0.0,12
6481,67,8,0.0,11
6480,67,13,0.0,10
6479,67,7,30.0,6
6478,67,2,33.0,5
6477,67,5,1.0,9
6476,67,9,16.0,7
6475,67,3,10.0,8
6474,67,11,65.0,4
6473,67,1,97.0,3
6472,67,6,168.0,1
6471,67,4,165.0,2
6494,68,14,0.0,12
6493,68,8,0.0,11
6492,68,13,0.0,10
6491,68,7,30.0,6
6490,68,2,35.0,5
6489,68,5,1.0,9
6488,68,9,16.0,7
6487,68,3,11.0,8
6486,68,11,73.0,4
6485,68,1,101.0,3
6484,68,6,178.0,2
6483,68,4,179.0,1
6506,69,14,0.0,12
6505,69,8,0.0,11
6504,69,13,0.0,10
6503,69,7,35.0,6
6502,69,2,36.0,5
6501,69,5,1.0,9
6500,69,9,16.0,7
6499,69,3,11.0,8
6498,69,11,78.0,4
6497,69,1,105.0,3
6496,69,6,186.0,2
6495,69,4,195.0,1
6518,70,14,0.0,12
6517,70,8,0.0,11
6516,70,13,0.0,10
6515,70,7,35.0,6
6514,70,2,36.0,5
6513,70,5,1.0,9
6512,70,9,16.0,7
6511,70,3,11.0,8
6510,70,11,86.0,4
6509,70,1,110.0,3
6508,70,6,201.0,2
6507,70,4,206.0,1
27951,71,17,0.0,8
27950,71,16,0.0,10
27949,71,15,0.0,7
27948,71,7,0.0,6
27947,71,1,4.0,5
27946,71,3,4.0,4
27945,71,9,7.0,3
27944,71,6,8.0,2
27943,71,4,16.0,1
27961,72,17,0.0,8
27960,72,16,0.0,10
27959,72,15,0.0,7
27958,72,7,12.0,2
27957,72,1,9.0,6
27956,72,3,10.0,5
27955,72,9,11.0,3
27954,72,6,10.0,4
27953,72,4,26.0,1
27971,73,17,0.0,8
27970,73,16,0.0,10
27969,73,15,2.0,7
27968,73,7,25.0,2
27967,73,1,19.0,3
27966,73,3,13.0,4
27965,73,9,12.0,5
27964,73,6,10.0,6
27963,73,4,36.0,1
27981,74,17,0.0,8
27980,74,16,0.0,10
27979,74,15,7.0,7
27978,74,7,29.0,2
27977,74,1,25.0,3
27976,74,3,18.0,5
27975,74,9,13.0,6
27974,74,6,18.0,4
27992,75,18,0.0,9
27991,75,17,0.0,8
27990,75,16,0.0,10
27989,75,15,7.0,7
27988,75,7,40.0,2
27987,75,1,37.0,3
27986,75,3,21.0,4
27985,75,9,14.0,6
27984,75,6,18.0,5
28001,76,17,0.0,8
28000,76,16,0.0,10
27999,76,15,7.0,7
27998,76,7,43.0,3
27997,76,1,51.0,2
27996,76,3,35.0,4
27995,76,9,14.0,6
27994,76,6,21.0,5
27993,76,4,63.0,1
28012,77,18,0.0,10
28011,77,17,0.0,8
28010,77,16,0.0,9
28009,77,15,7.0,7
28008,77,7,44.0,3
28007,77,1,53.0,2
28006,77,3,43.0,4
28005,77,9,19.0,6
28004,77,6,31.0,5
28003,77,4,76.0,1
28022,78,18,0.0,10
28021,78,17,0.0,8
28020,78,16,0.0,9
28019,78,15,12.0,7
28018,78,7,47.0,4
28017,78,1,63.0,2
28016,78,3,47.0,3
28015,78,9,22.0,6
28014,78,6,45.0,5
28013,78,4,76.0,1
28032,79,18,7.0,9
28031,79,17,11.0,8
28030,79,16,0.0,10
28029,79,15,12.0,7
28028,79,7,47.0,5
28027,79,1,63.0,2
28026,79,3,47.0,4
28025,79,9,22.0,6
28024,79,6,63.0,3
28023,79,4,76.0,1
28042,80,18,7.0,9
28041,80,17,11.0,8
28040,80,16,5.0,10
28039,80,15,13.0,7
28038,80,7,53.0,4
28037,80,1,71.0,2
28036,80,3,47.0,5
28035,80,9,22.0,6
28034,80,6,69.0,3
28033,80,4,89.0,1
28052,81,18,7.0,10
28051,81,17,11.0,8
28050,81,16,9.0,9
28049,81,15,13.0,7
28048,81,7,54.0,4
28047,81,1,87.0,2
28046,81,3,47.0,5
28045,81,9,22.0,6
28044,81,6,74.0,3
28043,81,4,102.0,1
28062,82,18,7.0,10
28061,82,17,11.0,9
28060,82,16,15.0,7
28059,82,15,14.0,8
28058,82,7,57.0,4
28057,82,1,95.0,2
28056,82,3,47.0,5
28055,82,9,24.0,6
28054,82,6,78.0,3
28053,82,4,117.0,1
28072,83,18,7.0,10
28071,83,17,11.0,9
28070,83,16,20.0,7
28069,83,15,14.0,8
28068,83,7,68.0,4
28067,83,1,105.0,2
28066,83,3,52.0,5
28065,83,9,24.0,6
28064,83,6,86.0,3
28063,83,4,117.0,1
28082,84,18,7.0,10
28081,84,17,11.0,9
28080,84,16,24.0,7
28079,84,15,14.0,8
28078,84,7,71.0,4
28077,84,1,121.0,2
28076,84,3,52.0,5
28075,84,9,27.0,6
28074,84,6,86.0,3
28073,84,4,130.0,1
28092,85,18,7.0,10
28091,85,17,11.0,9
28090,85,16,25.0,7
28089,85,15,14.0,8
28088,85,7,78.0,4
28087,85,1,136.0,2
28086,85,3,54.0,5
28085,85,9,27.0,6
28084,85,6,86.0,3
28083,85,4,144.0,1
28102,86,18,7.0,10
28101,86,17,12.0,9
28100,86,16,31.0,6
28099,86,15,17.0,8
28098,86,7,80.0,4
28097,86,1,146.0,2
28096,86,3,59.0,5
28095,86,9,27.0,7
28094,86,6,90.0,3
28093,86,4,152.0,1
28112,87,18,7.0,10
28111,87,17,12.0,9
28110,87,16,33.0,6
28109,87,15,17.0,8
28108,87,7,81.0,4
28107,87,1,164.0,1
28106,87,3,59.0,5
28105,87,9,27.0,7
28104,87,6,98.0,3
28103,87,4,162.0,2
28122,88,18,7.0,10
28121,88,17,12.0,9
28120,88,16,37.0,6
28119,88,15,17.0,8
28118,88,7,82.0,4
28117,88,1,174.0,2
28116,88,3,64.0,5
28115,88,9,30.0,7
28114,88,6,100.0,3
28113,88,4,176.0,1
28132,89,18,7.0,10
28131,89,17,12.0,9
28130,89,16,38.0,6
28129,89,15,20.0,8
28128,89,7,88.0,4
28127,89,1,182.0,2
28126,89,3,66.0,5
28125,89,9,34.0,7
28124,89,6,100.0,3
28123,89,4,191.0,1
6146,90,17,0.0,9
6145,90,7,0.0,8
6144,90,19,0.0,7
6143,90,15,0.0,6
6142,90,1,1.0,5
6141,90,16,3.0,4
6140,90,3,9.0,2
6139,90,4,8.0,3
6138,90,6,18.0,1
6156,91,18,0.0,10
6155,91,17,0.0,9
6154,91,7,0.0,7
6153,91,19,0.0,8
6152,91,15,1.0,6
6151,91,1,4.0,5
6150,91,16,9.0,4
6149,91,3,17.0,2
6148,91,4,14.0,3
6147,91,6,33.0,1
6166,92,18,0.0,10
6165,92,17,0.0,9
6164,92,7,0.0,8
6163,92,19,1.0,7
6162,92,15,1.0,6
6161,92,1,4.0,5
6160,92,16,19.0,4
6159,92,3,19.0,3
6158,92,4,22.0,2
6157,92,6,51.0,1
6176,93,18,0.0,10
6175,93,17,0.0,9
6174,93,7,0.0,8
6173,93,19,1.0,7
6172,93,15,1.0,6
6171,93,1,5.0,5
6170,93,16,27.0,3
6169,93,3,27.0,4
6168,93,4,31.0,2
6167,93,6,64.0,1
6186,94,18,0.0,10
6185,94,17,0.0,9
6184,94,7,0.0,8
6183,94,19,1.0,7
6182,94,15,3.0,6
6181,94,1,5.0,5
6180,94,16,32.0,3
6179,94,3,30.0,4
6178,94,4,42.0,2
6177,94,6,82.0,1
6196,95,18,0.0,10
6195,95,17,2.0,8
6194,95,7,4.0,7
6193,95,19,1.0,9
6192,95,15,7.0,5
6191,95,1,5.0,6
6190,95,16,40.0,3
6189,95,3,35.0,4
6188,95,4,52.0,2
6187,95,6,88.0,1
6206,96,18,0.0,10
6205,96,17,2.0,9
6204,96,7,4.0,7
6203,96,19,3.0,8
6202,96,15,10.0,5
6201,96,1,5.0,6
6200,96,16,46.0,3
6199,96,3,36.0,4
6198,96,4,61.0,2
6197,96,6,106.0,1
6216,97,18,0.0,10
6215,97,17,5.0,7
6214,97,7,4.0,8
6213,97,19,3.0,9
6212,97,15,15.0,5
6211,97,1,12.0,6
6210,97,16,52.0,3
6209,97,3,36.0,4
6208,97,4,61.0,2
6207,97,6,124.0,1
6226,98,18,1.0,10
6225,98,17,5.0,8
6224,98,7,8.0,7
6223,98,19,3.0,9
6222,98,15,15.0,6
6221,98,1,17.0,5
6220,98,16,58.0,3
6219,98,3,36.0,4
6218,98,4,66.0,2
6217,98,6,142.0,1
6236,99,18,1.0,10
6235,99,17,5.0,8
6234,99,7,8.0,7
6233,99,19,3.0,9
6232,99,15,15.0,6
6231,99,1,22.0,5
6230,99,16,62.0,3
6229,99,3,37.0,4
6228,99,4,79.0,2
6227,99,6,158.0,1
6246,100,18,1.0,10
6245,100,17,5.0,8
6244,100,7,8.0,7
6243,100,19,4.0,9
6242,100,15,18.0,6
6241,100,1,32.0,5
6240,100,16,67.0,3
6239,100,3,41.0,4
6238,100,4,79.0,2
6237,100,6,174.0,1
6256,101,18,1.0,10
6255,101,17,5.0,9
6254,101,7,8.0,7
6253,101,19,7.0,8
6252,101,15,18.0,6
6251,101,1,37.0,5
6250,101,16,76.0,3
6249,101,3,47.0,4
6248,101,4,85.0,2
6247,101,6,184.0,1
6266,102,18,1.0,10
6265,102,17,5.0,9
6264,102,7,8.0,7
6263,102,19,7.0,8
6262,102,15,19.0,6
6261,102,1,37.0,5
6260,102,16,83.0,3
6259,102,3,54.0,4
6258,102,4,91.0,2
6257,102,6,202.0,1
6276,103,18,1.0,10
6275,103,17,5.0,9
6274,103,7,9.0,8
6273,103,19,10.0,7
6272,103,15,28.0,6
6271,103,1,49.0,5
6270,103,16,83.0,3
6269,103,3,54.0,4
6268,103,4,91.0,2
6267,103,6,216.0,1
6286,104,18,1.0,10
6285,104,17,5.0,9
6284,104,7,9.0,8
6283,104,19,10.0,7
6282,104,15,29.0,6
6281,104,1,52.0,5
6280,104,16,94.0,2
6279,104,3,60.0,4
6278,104,4,91.0,3
6277,104,6,234.0,1
6296,105,18,1.0,10
6295,105,17,5.0,9
6294,105,7,9.0,8
6293,105,19,10.0,7
6292,105,15,32.0,6
6291,105,1,58.0,5
6290,105,16,105.0,2
6289,105,3,64.0,4
6288,105,4,96.0,3
6287,105,6,244.0,1
6306,106,18,1.0,10
6305,106,17,5.0,9
6304,106,7,9.0,8
6303,106,19,10.0,7
6302,106,15,33.0,6
6301,106,1,61.0,5
6300,106,16,116.0,2
6299,106,3,74.0,4
6298,106,4,100.0,3
6297,106,6,254.0,1
6316,107,18,1.0,10
6315,107,17,5.0,9
6314,107,7,9.0,8
6313,107,19,10.0,7
6312,107,15,34.0,6
6311,107,1,69.0,5
6310,107,16,119.0,2
6309,107,3,88.0,4
6308,107,4,105.0,3
6307,107,6,262.0,1
5988,108,18,0.0,7
5987,108,16,0.0,6
5986,108,15,3.0,5
5985,108,4,6.0,3
5984,108,6,5.0,4
5983,108,3,9.0,2
5982,108,1,16.0,1
5997,109,7,0.0,9
5996,109,17,0.0,7
5995,109,18,0.0,8
5994,109,16,2.0,6
5993,109,15,4.0,5
5992,109,4,16.0,3
5991,109,6,16.0,2
5990,109,3,14.0,4
5989,109,1,26.0,1
6007,110,19,0.0,8
6006,110,7,0.0,9
6005,110,17,10.0,5
6004,110,18,0.0,10
6003,110,16,5.0,7
6002,110,15,8.0,6
6001,110,4,23.0,2
6000,110,6,16.0,3
5999,110,3,16.0,4
5998,110,1,39.0,1
6017,111,19,0.0,9
6016,111,7,0.0,8
6015,111,17,10.0,5
6014,111,18,0.0,10
6013,111,16,6.0,7
6012,111,15,8.0,6
6011,111,4,26.0,3
6010,111,6,32.0,2
6009,111,3,23.0,4
6008,111,1,51.0,1
6027,112,19,2.0,9
6026,112,7,3.0,8
6025,112,17,11.0,5
6024,112,18,0.0,10
6023,112,16,6.0,7
6022,112,15,8.0,6
6021,112,4,34.0,3
6020,112,6,48.0,2
6019,112,3,32.0,4
6018,112,1,51.0,1
6037,113,19,4.0,8
6036,113,7,3.0,9
6035,113,17,11.0,5
6034,113,18,0.0,10
6033,113,16,11.0,6
6032,113,15,8.0,7
6031,113,4,35.0,3
6030,113,6,64.0,1
6029,113,3,35.0,4
6028,113,1,63.0,2
6047,114,19,4.0,8
6046,114,7,3.0,9
6045,114,17,11.0,5
6044,114,18,0.0,10
6043,114,16,11.0,6
6042,114,15,8.0,7
6041,114,4,42.0,4
6040,114,6,71.0,2
6039,114,3,50.0,3
6038,114,1,73.0,1
6057,115,19,6.0,8
6056,115,7,4.0,9
6055,115,17,11.0,5
6054,115,18,0.0,10
6053,115,16,11.0,6
6052,115,15,8.0,7
6051,115,4,47.0,4
6050,115,6,85.0,1
6049,115,3,64.0,3
6048,115,1,76.0,2
6067,116,19,9.0,8
6066,116,7,4.0,9
6065,116,17,11.0,6
6064,116,18,0.0,10
6063,116,16,13.0,5
6062,116,15,9.0,7
6061,116,4,52.0,4
6060,116,6,95.0,1
6059,116,3,82.0,2
6058,116,1,76.0,3
6077,117,19,12.0,6
6076,117,7,5.0,9
6075,117,17,11.0,7
6074,117,18,0.0,10
6073,117,16,13.0,5
6072,117,15,9.0,8
6071,117,4,52.0,4
6070,117,6,103.0,1
6069,117,3,100.0,2
6068,117,1,85.0,3
6087,118,19,12.0,6
6086,118,7,7.0,9
6085,118,17,11.0,7
6084,118,18,0.0,10
6083,118,16,14.0,5
6082,118,15,9.0,8
6081,118,4,55.0,4
6080,118,6,118.0,1
6079,118,3,108.0,2
6078,118,1,95.0,3
6097,119,19,12.0,7
6096,119,7,14.0,6
6095,119,17,11.0,8
6094,119,18,0.0,10
6093,119,16,15.0,5
6092,119,15,9.0,9
6091,119,4,66.0,4
6090,119,6,120.0,1
6089,119,3,118.0,2
6088,119,1,103.0,3
6107,120,19,15.0,6
6106,120,7,14.0,7
6105,120,17,11.0,8
6104,120,18,0.0,10
6103,120,16,15.0,5
6102,120,15,9.0,9
6101,120,4,78.0,4
6100,120,6,121.0,2
6099,120,3,129.0,1
6098,120,1,115.0,3
6117,121,19,17.0,6
6116,121,7,14.0,7
6115,121,17,11.0,8
6114,121,18,0.0,10
6113,121,16,18.0,5
6112,121,15,9.0,9
6111,121,4,79.0,4
6110,121,6,137.0,2
6109,121,3,141.0,1
6108,121,1,120.0,3
6127,122,19,18.0,7
6126,122,7,14.0,8
6125,122,17,13.0,9
6124,122,18,0.0,10
6123,122,16,18.0,6
6122,122,15,19.0,5
6121,122,4,84.0,4
6120,122,6,147.0,1
6119,122,3,144.0,2
6118,122,1,128.0,3
6137,123,19,18.0,7
6136,123,7,16.0,8
6135,123,17,13.0,9
6134,123,18,0.0,10
6133,123,16,26.0,5
6132,123,15,19.0,6
6131,123,4,88.0,4
6130,123,6,158.0,1
6129,123,3,144.0,2
6128,123,1,142.0,3
5805,124,7,1.0,6
5804,124,18,2.0,5
5803,124,19,3.0,4
5802,124,1,4.0,3
5801,124,3,6.0,2
5800,124,6,10.0,1
5816,125,21,0.0,11
5815,125,17,0.0,10
5814,125,16,0.0,9
5813,125,15,3.0,6
5812,125,4,3.0,5
5811,125,7,1.0,8
5810,125,18,2.0,7
5809,125,19,3.0,4
5808,125,1,4.0,3
5807,125,3,22.0,1
5806,125,6,14.0,2
5827,126,21,0.0,11
5826,126,17,0.0,10
5825,126,16,0.0,9
5824,126,15,3.0,6
5823,126,4,6.0,4
